,Ultimate Parent Name,Ultimate Parent ISIN,Asset ID,Latitude,Longitude,Activity Description,ExposureScore_Composite_ModerateHigh_2020,ExposureScore_Composite_ModerateHigh_2030,ExposureScore_Composite_ModerateHigh_2040,ExposureScore_Composite_ModerateHigh_2050,ExposureScore_Composite_ModerateHigh_2060,ExposureScore_Composite_ModerateHigh_2070,ExposureScore_Composite_ModerateHigh_2080,ExposureScore_Composite_ModerateHigh_2090
14893,China,,608657,31.87674,120.5516,Bank Branch,66,68,67,72,74,75,76,79
10545,China,,501709,43.90633,125.3172,Bank Branch,79,80,79,81,82,81,86,86
51079,Bank of Comms Co. Ltd.,CNE100000205,762493,22.60667,113.0927,Bank Branch,67,66,65,67,69,70,72,72
7746,Dynavolt Renewable Energy Tech,CNE100001F45,4913262,23.147217,113.32383,Company Headquarters,63,64,62,64,68,67,69,72
52927,Ping An Ins (Grp) Co. CN Ltd,CNE1000003X6,747964,30.46627,114.4459,Bank Branch,66,67,73,74,78,76,79,81
16178,China,,449837,34.51629,110.8692,Bank Branch,69,74,74,74,77,78,80,80
2377,China,,496780,34.92579,117.2182,Bank Branch,72,77,76,75,77,78,80,81
10572,China,,526527,23.71899,107.9974,Bank Branch,68,72,71,73,76,78,76,81
384,The Hachijuni Bank,JP3769000005,512265,31.24239,121.498,Bank Branch,79,80,81,84,86,86,87,88
35694,SASAC,,73343,21.70581,112.26038,Power Plant,73,74,74,76,80,83,84,85
10377,China Jinmao Hldgs. Group Ltd.,HK0817039453,10209922,37.44748,121.45619,Multi-Use,78,80,81,82,83,84,87,88
23884,China,,492132,40.64575,109.8512,Bank Branch,74,73,78,77,80,81,82,81
14808,China,,691748,22.69408,110.3443,Bank Branch,70,70,73,74,78,80,80,83
33644,China,,501900,32.63787,115.6021,Bank Branch,64,69,68,72,77,78,78,79
28681,China,,583241,23.43713,116.144,Bank Branch,70,71,71,71,73,75,77,79
39405,China,,494433,37.19441,122.0622,Bank Branch,79,81,83,84,85,87,89,90
18473,China,,423590,36.63031,101.778,Bank Branch,65,63,68,69,74,77,78,80
54632,China,,419675,31.48305,120.49,Bank Branch,78,80,81,85,87,88,89,90
26791,China,,493869,29.87927,121.5981,Bank Branch,74,75,76,78,81,80,83,84
40518,Bank of Jinzhou,CNE1000023B0,575264,41.1726,121.3544,Bank Branch,73,74,70,75,75,72,78,79
9415,Guangzhou Automobile Industry,,4911721,23.116762,113.330101,Company Headquarters,63,64,62,64,68,67,69,72
54411,China,,388136,28.90379,111.4868,Bank Branch,69,69,71,75,80,80,83,85
28582,Bank of Jinzhou,CNE1000023B0,697124,42.01301,121.645,Bank Branch,72,70,67,68,67,68,70,69
18876,China,,431707,30.18078,106.318,Bank Branch,69,73,71,77,81,85,87,88
556,China,,500801,37.08459,114.4927,Bank Branch,77,79,76,70,69,71,71,71
13148,Bank of Guangzhou Co.Ltd,,464467,23.13294,113.232,Bank Branch,63,64,63,64,69,67,69,72
28645,China,,526478,39.40208,122.3498,Bank Branch,59,65,59,65,68,69,72,73
55542,China,,500501,42.07602,118.787,Bank Branch,81,82,75,79,81,78,82,82
40829,Aeon Co.,JP3388200002,4011640,39.85848236,116.2862549,Retail,78,79,78,69,72,70,72,72
17235,Bank of Lanzhou Co. Ltd.,CNE1000056L9,596043,36.05334,103.8154,Bank Branch,56,57,61,57,68,69,72,74
38672,Bank of Comms Co. Ltd.,CNE100000205,597909,30.64563,104.0661,Bank Branch,64,69,66,71,75,78,81,81
8363,China,,527345,48.03383,125.8758,Bank Branch,70,68,69,71,72,71,73,76
27542,China,,424953,35.00944,118.2664,Bank Branch,64,69,67,68,68,70,71,74
14895,China,,608791,26.4651,116.013,Bank Branch,70,71,74,76,79,80,83,84
7974,Industrial Bank,CNE000001QZ7,785996,32.46718,119.9272,Bank Branch,65,65,64,69,72,72,73,76
27660,China,,424446,35.52035,116.8472,Bank Branch,79,82,79,79,80,81,81,83
31231,RITEK Corp.,TW0002349008,3456042,31.385277,120.980728,Instn Address,78,79,79,81,83,84,86,87
13324,China,,449726,36.07465,120.3987,Bank Branch,79,80,82,80,82,84,84,87
48897,China Guangfa Bank,,283575,22.79851,113.7969,Bank Branch,67,67,64,68,70,70,73,74
55851,China Guangfa Bank,,788086,34.77603,111.1725,Bank Branch,64,69,71,70,73,74,75,76
28445,Bank of Jiangsu Co. Ltd.,CNE100002G76,815847,31.77168,119.9534,Bank Branch,64,67,64,68,72,72,73,74
47788,China,,317821,22.57908,113.8602,Bank Branch,68,68,66,69,72,73,74,76
42783,Hong Yang Group,,10209631,34.1783,117.15891,Residential,58,63,63,64,65,64,65,69
29620,SASAC,,69094,40.58445,110.62291,Power Plant,83,83,82,81,84,85,86,87
24692,China,,417292,49.17539,125.2214,Bank Branch,68,67,67,71,73,72,75,77
13436,SASAC,,365058,33.28065,120.7145,Electric Plant,64,66,69,76,78,80,82,88
38049,Qi Shang Bank Co. Ltd.,,304536,36.75463,118.0442,Bank Branch,71,69,67,66,67,65,67,68
21232,China,,418314,26.37108,112.629,Bank Branch,71,74,75,77,79,81,83,85
44714,China,,296511,36.08562,120.3558,Bank Branch,79,80,82,80,82,84,84,87
45548,State-owned Assets Supervision,,47,24.862777,103.388419,Cement,72,77,82,86,89,92,92,93
22095,Wheelock and Co. Ltd.,HK0020000177,10177184,31.28354,120.56343,Residential,77,78,78,81,83,83,85,86
1058,China,,388427,22.79533,108.3574,Bank Branch,64,68,68,70,72,75,72,75
49728,China,,391268,31.3039,117.9125,Bank Branch,71,73,75,77,81,80,82,83
20430,China Minsheng Banking,CNE0000015Y0,346627,43.82559,125.37,Bank Branch,79,80,79,81,82,81,86,86
49650,China,,413305,23.37692,110.0751,Bank Branch,63,64,65,64,68,69,68,72
14722,China,,424674,36.69782,118.4754,Bank Branch,70,70,66,66,67,66,67,68
49720,China,,391207,32.66205,117.0342,Bank Branch,62,63,62,66,69,67,69,71
24714,China,,444498,41.49633,123.6957,Bank Branch,78,78,74,81,82,81,86,86
8748,China,,448754,28.68536,115.8866,Bank Branch,64,66,67,67,71,72,73,75
34884,Bank of Comms Co. Ltd.,CNE100000205,619083,22.53449,113.9861,Bank Branch,72,72,71,74,77,78,80,82
2664,China,,832939,28.16033,113.0161,Bank Branch,66,68,68,70,72,73,75,76
587,China,,496729,30.2599,120.1299,Bank Branch,78,80,81,85,86,86,88,88
16717,Bank of Ningbo Co. Ltd.,CNE1000005P7,467369,29.82608,121.5889,Bank Branch,74,75,76,79,81,81,83,84
38861,China,,453819,28.91333,105.4378,Bank Branch,67,73,73,80,84,87,88,89
30855,China,,393402,42.28579,123.8452,Bank Branch,67,65,59,67,69,66,74,72
10430,China,,496527,41.22481,123.6496,Bank Branch,77,77,75,83,84,83,88,87
9159,China,,831264,39.52714,112.8057,Bank Branch,74,72,69,65,63,62,64,64
19755,China,,526743,22.21932,113.5107,Bank Branch,75,75,76,78,79,81,83,84
2352,Bangkok Bank Public,TH0001010006,731758,24.48035,118.0783,Bank Branch,68,68,69,71,72,72,76,78
44781,Country Garden Holdings,KYG245241032,10213262,31.63709,120.82183,Multi-Use,79,80,81,85,87,88,89,91
50154,Hangzhou Hikvision Digital Tec,CNE100000PM8,4972031,30.209617,120.22118,Company Headquarters,68,68,68,73,76,74,75,77
54324,China,,389106,38.03341,114.8415,Bank Branch,75,74,72,66,65,66,66,67
49290,Bank of Comms Co. Ltd.,CNE100000205,358253,34.60239,119.1833,Bank Branch,65,70,68,69,69,72,73,77
38613,China,,583778,23.67554,116.9937,Bank Branch,71,71,73,73,74,75,78,80
35895,China,,452678,23.13828,111.7793,Bank Branch,66,68,68,69,70,71,71,74
7946,China,,296577,41.76673,123.4348,Bank Branch,76,74,69,76,75,75,80,79
21317,China,,831454,34.26976,117.268,Bank Branch,56,62,61,62,63,63,64,68
22192,China,,417239,47.45984,123.9139,Bank Branch,70,68,72,72,75,76,78,80
22263,Bank of Comms Co. Ltd.,CNE100000205,358461,31.38099,118.373,Bank Branch,66,68,70,74,78,76,79,80
10452,China,,499858,40.66728,122.2388,Bank Branch,70,69,67,67,66,67,70,69
17377,SASAC,,1198443,38.34913,119.1094,Asset,38,35,30,25,23,21,22,20
18367,China,,415016,38.01622,114.5431,Bank Branch,76,75,72,67,65,66,67,67
51356,China,,417043,46.87914,127.5266,Bank Branch,76,75,78,82,85,83,86,89
14451,Country Garden Holdings,KYG245241032,10218577,35.17391,113.08556,Multi-Use,75,75,75,72,74,73,73,74
42455,SASAC,,70687,40.88883,120.1806,Power Plant,70,72,70,75,77,75,80,80
39396,China,,502350,29.79012,118.1794,Bank Branch,69,69,71,76,79,79,82,84
26986,China,,609051,30.42292,111.7608,Bank Branch,62,64,65,66,71,70,74,76
48912,Bank Liuzhou,,518938,24.30367,109.4271,Bank Branch,67,69,68,69,73,74,74,77
31461,China,,583262,31.89957,120.276,Bank Branch,66,68,67,70,74,74,76,78
18309,China Jinmao Hldgs. Group Ltd.,HK0817039453,10141601,23.01302,113.12384,Residential,63,64,64,65,69,67,70,72
39711,Harbin Bank Co. Ltd.,CNE100001SB3,708826,45.69938,126.6374,Bank Branch,63,63,62,67,70,68,74,75
9157,China,,830956,39.67945,118.1895,Bank Branch,76,79,77,76,77,77,79,78
49117,Industrial Bank,CNE000001QZ7,716904,26.04165,119.2957,Bank Branch,73,74,74,76,76,79,80,81
11770,China,,388469,22.82574,108.3547,Bank Branch,64,68,68,70,72,75,72,75
8533,LongJiang Bank,,710750,45.25274,131.1449,Bank Branch,70,68,72,77,79,79,85,84
1105,China,,832770,39.81877,110.0099,Bank Branch,72,72,79,77,79,80,81,81
15528,China,,431569,29.37837,106.018,Bank Branch,69,71,70,77,81,86,86,88
13688,China,,411839,24.27229,116.0903,Bank Branch,67,68,68,69,68,68,70,71
33284,Bank of Ningbo Co. Ltd.,CNE1000005P7,467464,31.48801,120.3027,Bank Branch,78,80,81,85,87,88,89,90
6894,China,,445419,45.76273,132.9371,Bank Branch,71,69,74,79,83,84,88,88
28776,China,,426595,30.7302,121.3509,Bank Branch,72,72,75,77,80,79,82,83
31754,Bank of Comms Co. Ltd.,CNE100000205,359391,24.29369,109.4123,Bank Branch,71,72,74,76,80,83,83,85
33833,Gemfair Investments Ltd.,,10081727,24.4387,118.08327,Multi-Use,72,72,75,76,78,78,83,85
4095,China,,449598,37.53929,121.37,Bank Branch,68,71,70,71,71,73,76,76
32622,Zhejiang Xiaoshan Rural Comm B,,512775,30.17707,120.4504,Bank Branch,68,69,70,74,76,75,76,78
35921,Guangzhou Rural Commercial,CNE100002FR4,470083,23.08714,113.3585,Bank Branch,68,69,68,70,74,74,76,78
4452,China,,418504,26.34042,111.6263,Bank Branch,70,74,76,78,80,82,84,85
9550,Bank of Jilin Co.Ltd.,,292433,41.67936,125.7617,Bank Branch,67,65,66,72,70,74,79,78
1033,China,,394682,23.95691,117.3369,Bank Branch,71,71,72,73,75,75,78,80
13277,Bank of Zhengzhou Co. Ltd.,CNE1000023P0,576182,34.75939,113.5893,Bank Branch,71,77,79,78,79,80,80,82
6493,Bank of Lanzhou Co. Ltd.,CNE1000056L9,574313,36.05683,103.8222,Bank Branch,56,57,61,57,68,69,72,74
23764,China,,582603,36.05139,103.852,Bank Branch,56,57,61,57,68,69,72,74
14068,SASAC,,4986877,32.272258,119.184766,Company Headquarters,62,63,64,68,70,71,71,74
43081,China,,604049,23.10004,112.502,Bank Branch,61,65,63,64,65,63,64,68
6929,China,,444988,43.87734,125.3942,Bank Branch,79,80,79,81,82,81,86,86
9467,Harbin Bank Co. Ltd.,CNE100001SB3,291323,45.77551,126.6673,Bank Branch,63,63,63,67,70,68,73,75
43832,China,,583402,23.36451,116.7082,Bank Branch,69,71,71,72,74,74,77,80
9988,China,,491697,36.8438,101.9584,Bank Branch,70,67,72,74,79,82,84,86
17553,China,,501553,30.93288,117.8062,Bank Branch,63,65,65,66,72,69,73,74
18459,China,,422293,41.09501,121.1361,Bank Branch,73,74,71,76,75,73,78,79
9302,China,,427022,30.04402,103.8344,Bank Branch,63,69,67,72,75,79,79,79
29148,China,,387033,32.20324,114.5323,Bank Branch,70,74,76,77,80,80,82,83
10071,China,,501407,29.10636,119.6586,Bank Branch,65,70,68,72,74,74,76,78
8876,Bank Guiyang Co.,CNE100002FX2,825355,32.69175,106.0331,Bank Branch,65,73,70,80,86,88,90,89
51226,China,,450200,33.58701,114.0202,Bank Branch,68,71,69,72,72,72,75,76
26294,Beijing Rural Commercial Bank,,346502,39.977,116.3062,Bank Branch,78,79,78,75,77,76,77,78
3641,China,,727064,30.61383,114.3741,Bank Branch,62,65,68,69,72,70,73,74
2447,China,,787776,28.66733,115.923,Bank Branch,64,66,67,67,71,72,73,75
39120,China,,420580,33.77018,120.2544,Bank Branch,62,65,67,71,72,74,75,78
33316,Huaxin Cement Co.,CNE000000DC6,492,30.247099,112.321899,Cement,67,69,72,72,79,77,81,83
3257,Zhenro Properties Group Ltd,KYG9897E1098,10161185,28.62412,115.94269,Multi-Use,64,66,67,67,71,72,73,75
7720,Bank of Guangzhou Co.Ltd,,732714,23.12051,113.2258,Bank Branch,63,64,63,64,69,67,69,72
46771,China,,428985,41.76034,86.13827,Bank Branch,66,65,62,67,67,67,67,69
21522,Henan Zhongyuan Expressway Co,CNE000001FL0,3149967,31.205708,121.562667,Instn Address,80,80,82,84,86,86,88,88
39429,China,,491212,28.39986,117.4348,Bank Branch,69,71,74,76,77,79,81,82
17427,Chongqing Rural Commercial,CNE100000X44,289679,29.9983,106.1354,Bank Branch,74,77,77,82,86,89,89,91
18570,Bank Beijing,CNE100000734,538517,22.54604,113.9874,Bank Branch,72,72,71,74,77,78,80,82
4029,China,,830992,46.59263,124.8975,Bank Branch,82,82,83,84,86,85,87,87
20324,China,,394636,26.07483,119.3081,Bank Branch,73,74,74,76,76,79,80,81
18933,People's Gvt Shandong Province,,773708,37.19058,122.0597,Bank Branch,79,81,83,84,85,87,89,90
13478,China,,453273,29.47801,106.4351,Bank Branch,67,67,66,70,75,77,78,79
54716,China,,427903,31.8514,106.769,Bank Branch,66,68,69,75,78,79,81,81
39666,Poly Property Group Co.,HK0119000674,10070119,26.65111,106.75984,Multi-Use,67,71,72,78,83,87,87,90
41825,COFCO Biotechnology Co.,CNE000000ZR7,2258396,32.917642,117.382567,Ethanol Plant,62,63,62,64,68,66,68,70
3913,Jiangsu Changshu Rural Comm Bk,CNE100002RJ6,867877,31.9463,119.1636,Bank Branch,62,64,64,68,71,71,71,73
7311,China,,813396,35.55628,116.7742,Bank Branch,79,82,79,79,80,81,81,83
35037,China,,451764,23.15676,112.8868,Bank Branch,62,64,63,64,66,63,64,68
35734,China,,385947,31.7712,104.7319,Bank Branch,66,73,72,75,79,81,83,84
56655,Tianjin Rural Comm Bk Co. Ltd.,,825899,39.41422,117.1258,Bank Branch,79,76,69,67,69,68,70,70
42832,China,,424365,37.31489,117.1592,Bank Branch,76,78,76,74,73,75,76,77
5421,China,,498964,33.39914,120.1468,Bank Branch,63,64,63,70,70,72,74,76
35535,SASAC,,425379,29.82533,115.2153,Electric Plant,66,69,74,76,79,78,81,83
18150,China,,449273,36.6603,117.0375,Bank Branch,71,75,75,75,74,74,75,75
17414,Chongqing Rural Commercial,CNE100000X44,289148,31.52424,108.8682,Bank Branch,66,67,66,73,76,79,82,83
49712,China,,417379,30.24062,115.1141,Bank Branch,66,69,73,75,78,77,80,81
40378,Chongqing Rural Commercial,CNE100000X44,289228,31.17004,108.1922,Bank Branch,66,69,69,76,82,84,86,89
31821,China,,690393,27.85398,113.1311,Bank Branch,66,68,69,69,73,73,75,77
30953,Country Garden Holdings,KYG245241032,10188785,38.2913,116.88001,Residential,71,75,68,70,69,71,72,72
40248,China,,809691,30.33021,107.3554,Bank Branch,67,72,69,77,84,86,88,89
32528,China,,454679,34.48637,109.4988,Bank Branch,64,68,70,71,76,75,77,79
43373,China,,496786,35.07791,117.1436,Bank Branch,68,69,68,67,68,67,67,70
5369,Bank of Hangzhou,CNE100002GQ4,442120,30.27323,120.1792,Bank Branch,76,77,77,81,82,81,83,83
31530,Foshan Rural Commercial Bank,,551420,23.02584,113.1239,Bank Branch,63,64,64,65,69,67,70,72
55645,SASAC,,172934,41.47444,116.1817,Electric Plant,72,71,72,72,76,74,79,80
48489,China Merchants Bank,CNE000001B33,319192,22.57134,114.0454,Bank Branch,71,72,71,74,76,78,80,82
15993,CIFI Holdings (Group) Co. Ltd.,KYG2140A1076,10102084,31.2524,120.71386,Residential,79,80,82,85,87,88,89,91
7206,China Vanke Co,CNE0000000T2,10205264,30.75976,111.35821,Multi-Use,64,68,70,73,80,80,83,86
12818,Société Générale Société anony,FR0000130809,531283,39.94678,116.4502,Bank Branch,78,79,78,75,78,76,77,78
38742,China,,448769,28.67528,115.8852,Bank Branch,64,66,67,67,71,72,73,75
27624,Commerzbank,DE000CBK1001,3082583,31.234564,121.507439,Instn Address,80,80,82,84,86,86,88,88
33744,China,,526010,38.91674,121.542,Bank Branch,69,72,71,76,79,79,83,84
54672,China,,423735,36.77967,121.1823,Bank Branch,79,79,81,82,84,85,87,88
3195,SASAC,,4344,23.02185059,113.1219177,Telco,63,64,64,65,69,67,70,72
18062,Huishang Bank,CNE100001QP7,729733,31.464,116.9432,Bank Branch,67,70,71,72,74,74,76,77
7381,China Vanke Co,CNE0000000T2,10220993,31.3057,120.7503,Multi-Use,80,81,82,85,87,88,90,91
313,Asia Cement Corp.,TW0001102002,56371,31.001411,103.781625,Cement,66,73,70,76,81,85,85,86
44046,China,,831199,25.05825,118.1828,Bank Branch,71,69,71,74,73,74,77,79
25900,China,,391820,23.1206,113.2551,Bank Branch,63,64,62,64,68,67,69,72
13047,Ping An Ins (Grp) Co. CN Ltd,CNE1000003X6,820134,38.15211,114.5679,Bank Branch,76,75,73,67,66,66,67,67
37184,China,,582505,23.07559,112.0073,Bank Branch,66,68,68,69,71,71,71,74
41025,Gemdale Ppts & Invts Corp Ltd.,BMG3911S1035,10198618,31.40226,121.34441,Multi-Use,69,71,72,74,78,79,80,82
52391,China,,426481,31.3203,121.3893,Bank Branch,70,71,72,75,79,79,81,82
13383,China,,779169,23.13103,113.292,Bank Branch,63,64,62,64,68,67,69,72
25298,China Bohai Bank Co. Ltd.,CNE100003YB7,510198,23.13448,113.3108,Bank Branch,63,64,62,64,68,67,69,72
34124,China,,445461,48.69856,127.6929,Bank Branch,71,68,72,78,80,81,82,85
4036,China,,832429,36.94052,116.6501,Bank Branch,73,75,73,73,70,71,73,73
10130,China,,498000,36.50411,117.847,Bank Branch,70,69,65,67,65,65,67,67
10009,JinkoSolar Holding Co.,US47759T1007,72992,44.34081,84.30699,Power Plant,78,78,79,77,77,78,79,80
37427,China,,839806,22.98949,113.6098,Bank Branch,66,65,64,66,69,69,72,73
19547,China,,607907,23.03648,113.1217,Bank Branch,63,64,64,65,69,67,70,72
49321,China Guangfa Bank,,283725,25.04133,102.7131,Bank Branch,75,77,81,83,86,88,88,90
22826,Tianjin Rural Comm Bk Co. Ltd.,,826072,38.69279,117.1137,Bank Branch,74,74,68,64,64,67,68,67
43539,PharmaBlock Sciences (Nanjing),CNE1000035K5,5300318,32.173888,118.693516,Company Headquarters,61,63,62,67,70,70,70,74
18291,China,,411051,34.57891,105.7162,Bank Branch,74,79,77,79,83,83,84,86
41237,Guangzhou Rural Commercial,CNE100002FR4,470334,23.12451,113.412,Bank Branch,63,65,63,65,68,67,70,72
29595,China,,499599,31.31937,120.644,Bank Branch,77,78,78,81,83,83,85,86
40709,China,,736413,36.64824,117.0475,Bank Branch,71,75,75,75,74,74,75,75
35229,China,,416740,47.35433,123.9647,Bank Branch,67,63,66,67,69,69,71,72
23126,Industrial Bank,CNE000001QZ7,347271,30.6779,104.0379,Bank Branch,64,69,66,71,75,78,81,81
15885,Guangdong Nanyue Bank Ltd,,612811,22.81628,113.7035,Bank Branch,67,67,65,67,70,70,73,74
16325,China,,494175,39.12852,117.2098,Bank Branch,66,67,62,58,60,59,62,62
50743,China,,501601,41.1382,121.1183,Bank Branch,73,74,71,75,75,73,78,79
27183,SASAC,,207747,40.07703,113.1153,Electric Plant,79,77,76,69,67,66,67,69
43945,Franklin Resources Inc.,US3546131018,4043721,31.23037,121.473701,Instn Address,79,80,81,84,86,86,87,88
9716,Hua Xia Bank,CNE000001FW7,547030,31.23825,120.7047,Bank Branch,79,80,82,85,87,88,90,90
8315,China,,498650,37.56597,121.1933,Bank Branch,77,79,79,80,81,82,85,87
23879,China,,491284,37.4626,118.4982,Bank Branch,73,76,70,71,71,71,74,76
11042,China,,429585,24.92306,102.4697,Bank Branch,77,79,85,87,90,93,94,94
44945,China,,443443,39.55123,116.7173,Bank Branch,80,81,81,72,74,73,75,75
47698,China,,445832,32.03374,118.7532,Bank Branch,62,63,62,68,69,71,70,73
28401,China,,499359,31.51209,104.7473,Bank Branch,72,78,76,81,84,87,88,89
10682,Hong Yang Group,,10181987,28.22927,112.94086,Residential,67,67,68,70,74,73,75,77
12852,China,,387576,30.53499,111.4208,Bank Branch,62,64,64,66,73,71,75,76
55802,China,,421259,28.67557,115.8931,Bank Branch,64,66,67,67,71,72,73,75
55121,Chongqing Rural Commercial,CNE100000X44,289875,30.172,107.2309,Bank Branch,68,71,69,77,83,87,88,89
30392,China,,414472,19.45579,109.3521,Bank Branch,72,71,74,76,80,81,84,84
13650,China,,427120,29.16689,103.725,Bank Branch,67,71,71,81,84,89,89,90
51653,China,,422694,41.18699,122.0595,Bank Branch,62,63,58,64,64,63,70,70
29712,China,,583529,24.69324,108.0435,Bank Branch,68,73,73,78,83,86,85,88
42954,SASAC,,56511,32.773247,120.925182,Electric Plant,57,61,63,70,76,79,81,86
4506,China Tianying Inc.,CNE000000FN8,366048,42.90536,129.6037,Electric Plant,78,76,81,83,85,85,90,90
51195,Industrial Bank,CNE000001QZ7,347237,39.90212,116.2361,Bank Branch,78,79,78,69,72,70,72,74
26717,Hengtong Optic-Electric Co.,CNE000001FQ9,69777,37.54849,118.83605,Power Plant,75,80,79,81,80,81,84,85
28952,China Vanke Co,CNE0000000T2,10157265,38.9206,121.67548,Multi-Use,65,67,68,70,75,74,77,80
55579,China,,496185,31.57685,120.323,Bank Branch,66,69,68,71,74,75,76,78
35661,China,,843353,40.38604,115.2172,Bank Branch,63,61,57,54,54,53,54,57
5663,China,,412245,23.117,113.2351,Bank Branch,63,64,63,64,69,67,69,72
35727,China,,775685,32.01484,120.8993,Bank Branch,66,67,67,71,74,75,77,80
34676,China,,425685,37.78963,113.6418,Bank Branch,64,61,58,57,54,57,56,56
30403,China Untd Ntwrk Comms Ltd,CNE000001CS2,4259,39.90468979,116.4071732,Telco,78,79,78,75,78,76,77,78
37275,Bank Beijing,CNE100000734,786846,32.06427,118.6381,Bank Branch,61,63,62,67,70,70,70,74
9041,China,,390525,31.55926,121.254,Bank Branch,71,73,75,80,84,85,87,89
7606,China,,850668,25.32645,118.2865,Bank Branch,76,74,77,80,81,82,86,87
5606,Shanghai Pudong Development,CNE0000011B7,797277,34.21031,109.0058,Bank Branch,79,81,81,83,87,87,88,89
28716,China,,631135,34.20594,117.2719,Bank Branch,61,68,67,68,70,71,72,76
28759,China,,425277,36.82067,118.0323,Bank Branch,71,69,67,66,67,65,67,68
32640,Shanghai Pudong Development,CNE0000011B7,465517,28.72759,118.6231,Bank Branch,68,71,72,76,79,81,82,83
42597,China,,836206,45.52159,125.0763,Bank Branch,64,64,65,67,68,67,73,72
56519,China,,317470,28.15498,112.9935,Bank Branch,67,67,68,70,74,73,75,77
26019,China,,493680,45.75327,126.6761,Bank Branch,63,63,63,67,70,68,73,75
43837,Bank of Shanghai Co. Ltd.,CNE100002FM5,530722,31.22861,121.5203,Bank Branch,80,80,82,84,86,86,88,88
47155,China,,421014,31.78081,121.6126,Bank Branch,70,73,76,81,84,85,87,90
46036,Bank of Chengdu Co. Ltd.,CNE100002SN6,441980,30.67971,104.0889,Bank Branch,64,69,66,71,75,78,81,81
3870,China,,447904,33.63092,117.0072,Bank Branch,74,80,81,82,85,84,85,86
16362,Shanghai Pudong Development,CNE0000011B7,714831,35.87402,120.0424,Bank Branch,73,75,80,76,77,80,80,83
19527,China,,583167,38.93645,100.4479,Bank Branch,72,69,71,68,72,72,76,73
56480,SASAC,,70645,26.41154,119.76435,Power Plant,78,78,80,82,84,87,87,88
42541,Hanergy Thin Film Power Group,,69947,47.09365,87.56281,Power Plant,80,80,80,81,82,83,84,87
30521,Bank of Comms Co. Ltd.,CNE100000205,358825,29.70396,115.9555,Bank Branch,64,67,68,68,71,70,74,75
41553,SASAC,,317231,26.10333,100.1083,Electric Plant,69,70,72,75,82,87,89,90
7071,Top Coast Investment Ltd,,10200571,32.17478,120.05013,Multi-Use,65,67,65,70,73,73,74,76
51378,China,,418464,28.17768,112.972,Bank Branch,67,67,69,70,74,73,75,77
29624,China,,494657,30.38365,111.4503,Bank Branch,62,64,65,66,73,71,75,76
56160,Midea Dev. Holding (BVI) Ltd.,,10214541,34.22156,117.173,Multi-Use,61,67,67,69,70,71,73,76
19463,China,,500739,30.52969,105.5656,Bank Branch,71,75,74,78,81,83,84,85
53132,Bank of Shanghai Co. Ltd.,CNE100002FM5,530868,39.15263,117.1804,Bank Branch,66,67,62,58,60,59,62,62
48973,China,,493061,32.38915,120.5581,Bank Branch,66,66,67,71,74,75,76,78
35389,China,,431320,29.55916,106.5511,Bank Branch,67,67,65,69,74,77,77,80
49435,Galaxy Earnest Ltd.,,10070564,36.30597,103.95831,Residential,62,63,67,65,76,77,80,82
47916,Shui On Land Limited,KYG811511131,10039903,23.0328,113.11204,Multi-Use,63,64,64,65,69,67,70,72
32720,China,,836373,30.94575,118.7521,Bank Branch,62,64,65,67,72,69,74,73
37348,Chongqing Rural Commercial,CNE100000X44,602730,29.59875,106.4962,Bank Branch,67,68,65,70,75,78,78,80
49334,China Zheshang Bank Ltd,CNE1000025S9,730433,22.54602,113.9335,Bank Branch,68,68,66,69,72,73,74,76
9741,China,,604139,25.00334,102.6753,Bank Branch,75,77,81,83,85,88,88,90
42329,China,,387296,34.5015,109.5064,Bank Branch,64,69,69,70,75,75,76,78
22372,China,,430418,29.8949,121.5337,Bank Branch,74,75,76,79,81,80,83,84
53388,Dongguan Rural Comm Bk Co. Ltd,CNE100004QH8,833512,22.80478,113.661,Bank Branch,71,70,70,72,76,77,79,80
33718,China,,502353,29.72029,118.3231,Bank Branch,68,68,71,76,79,79,82,83
52054,China Vanke Co,CNE0000000T2,10200735,29.78498,106.54848,Multi-Use,68,72,70,76,81,86,86,88
39925,CapitaLand Investment Ltd.,SGXE62145532,10222965,39.67114,116.3131,Regional Mall,79,81,80,72,75,73,75,75
30353,China,,412411,22.95916,113.088,Bank Branch,64,65,64,66,68,68,71,72
12261,CIFI Holdings (Group) Co. Ltd.,KYG2140A1076,10217067,22.70951,108.35447,Residential,69,71,75,77,80,84,81,84
6559,China,,582349,22.84502,113.6848,Bank Branch,66,65,64,66,69,70,72,73
42273,Bank of Comms Co. Ltd.,CNE100000205,596360,39.91956,119.5877,Bank Branch,70,74,75,72,73,74,76,77
6564,China,,583892,23.91226,112.1836,Bank Branch,70,70,70,72,74,75,75,76
25721,Bank of Jiangsu Co. Ltd.,CNE100002G76,529016,31.5211,120.3042,Bank Branch,77,78,78,80,82,83,84,85
4294,China Renaissance Hldgs Ltd,KYG212151016,4498667,31.23037,121.473701,Instn Address,79,80,81,84,86,86,87,88
54362,Chongqing Rural Commercial,CNE100000X44,290637,29.46638,108.5207,Bank Branch,67,68,72,75,79,83,85,87
38653,China,,527351,47.91134,123.5104,Bank Branch,64,62,66,67,69,68,72,74
21406,China,,427325,26.53182,101.831,Bank Branch,68,71,71,77,80,84,86,87
